"X","Y","Date","sex","id","name"
1776887.20861498,2412595.82564568,2010-03-02 10:10:16,"M","M4","Ricky T"
1776890.40115324,2412596.55740935,2010-03-02 10:12:12,"M","M4","Ricky T"
1776873.09736333,2412657.17741056,2010-03-02 10:15:38,"M","M4","Ricky T"
1776868.78279765,2412652.67849129,2010-03-02 10:16:06,"M","M4","Ricky T"
1776812.97990951,2412759.33208644,2010-03-02 10:20:18,"M","M4","Ricky T"
1776789.06959339,2412788.41167254,2010-03-02 10:22:12,"M","M4","Ricky T"
1776766.16460746,2412783.35298745,2010-03-02 10:24:15,"M","M4","Ricky T"
1776881.11346194,2412841.43563238,2010-03-02 10:26:11,"M","M4","Ricky T"
1776987.10905864,2412759.32471815,2010-03-02 10:28:11,"M","M4","Ricky T"
1777187.0856514,2412682.39648587,2010-03-02 10:30:10,"M","M4","Ricky T"
1777382.17574013,2412648.90075498,2010-03-02 10:32:11,"M","M4","Ricky T"
1777481.07204057,2412599.2167571,2010-03-02 10:34:14,"M","M4","Ricky T"
1777530.67638223,2412597.53660509,2010-03-02 10:36:21,"M","M4","Ricky T"
1777580.1772659,2412641.49592945,2010-03-02 10:38:12,"M","M4","Ricky T"
1777602.42523729,2412701.88231388,2010-03-02 10:40:13,"M","M4","Ricky T"
1777662.62385667,2412755.51423055,2010-03-02 10:42:11,"M","M4","Ricky T"
1777725.60176118,2412826.028184,2010-03-02 10:44:12,"M","M4","Ricky T"
1777763.85038979,2412856.89070089,2010-03-02 10:46:13,"M","M4","Ricky T"
1777767.84665756,2412902.45492305,2010-03-02 10:48:12,"M","M4","Ricky T"
1777812.15862487,2412953.68578113,2010-03-02 10:50:23,"M","M4","Ricky T"
1777810.37058045,2412991.7849324,2010-03-02 10:52:11,"M","M4","Ricky T"
1777838.34612779,2413013.43222255,2010-03-02 10:54:12,"M","M4","Ricky T"
1777868.03364951,2412987.55868718,2010-03-02 10:56:10,"M","M4","Ricky T"
1777799.87182471,2412969.299954,2010-03-02 10:58:11,"M","M4","Ricky T"
1777705.28126668,2412915.19034313,2010-03-02 11:00:11,"M","M4","Ricky T"
1777715.75788687,2412827.00670489,2010-03-02 11:02:22,"M","M4","Ricky T"
1777681.40472698,2412760.35801389,2010-03-02 11:04:24,"M","M4","Ricky T"
1777627.79333848,2412684.2061896,2010-03-02 11:06:11,"M","M4","Ricky T"
1777633.22163809,2412590.98207834,2010-03-02 11:08:19,"M","M4","Ricky T"
1777606.93232712,2412446.18900844,2010-03-02 11:10:11,"M","M4","Ricky T"
1777630.75175862,2412408.71891734,2010-03-02 11:12:21,"M","M4","Ricky T"
1777636.43468784,2412420.10963162,2010-03-02 11:14:13,"M","M4","Ricky T"
1777647.75690461,2412427.21935545,2010-03-02 11:16:33,"M","M4","Ricky T"
1777658.01274754,2412439.93270835,2010-03-02 11:18:52,"M","M4","Ricky T"
1777665.1332801,2412434.05010203,2010-03-02 11:20:24,"M","M4","Ricky T"
1777662.11342646,2412411.6464506,2010-03-02 11:22:11,"M","M4","Ricky T"
1777515.23004213,2412371.18049029,2010-03-02 11:30:35,"M","M4","Ricky T"
1777441.81912164,2412306.26265201,2010-03-02 11:34:19,"M","M4","Ricky T"
1777443.606247,2412313.11511441,2010-03-02 11:36:45,"M","M4","Ricky T"
1777434.4629369,2412294.70613155,2010-03-02 11:39:46,"M","M4","Ricky T"
1777433.10522915,2412301.36607294,2010-03-02 11:40:07,"M","M4","Ricky T"
1777485.75342716,2412283.14760548,2010-03-02 11:42:11,"M","M4","Ricky T"
1777460.61398062,2412308.26141126,2010-03-02 11:44:16,"M","M4","Ricky T"
1777440.18758941,2412296.6683634,2010-03-02 11:46:11,"M","M4","Ricky T"
1777431.97786543,2412311.5020875,2010-03-02 11:50:17,"M","M4","Ricky T"
1777439.17696458,2412305.5689758,2010-03-02 12:00:43,"M","M4","Ricky T"
1777435.22596987,2412314.1187424,2010-03-02 13:00:22,"M","M4","Ricky T"
1777436.57945563,2412317.8604031,2010-03-02 14:00:55,"M","M4","Ricky T"
1777449.17920541,2412303.18067999,2010-03-02 15:00:50,"M","M4","Ricky T"
1777438.54686298,2412313.31952368,2010-03-02 16:00:56,"M","M4","Ricky T"
1777442.37599454,2412314.85649505,2010-03-02 17:00:21,"M","M4","Ricky T"
1777435.5231065,2412318.23063332,2010-03-02 18:00:50,"M","M4","Ricky T"
1777436.56786669,2412322.78339666,2010-03-02 19:00:26,"M","M4","Ricky T"
1777443.13749254,2412305.66733436,2010-03-02 20:00:13,"M","M4","Ricky T"
1777451.17342992,2412314.98489097,2010-03-02 21:01:13,"M","M4","Ricky T"
1777437.86519352,2412305.0061829,2010-03-02 22:00:49,"M","M4","Ricky T"
1777441.71595971,2412314.53967122,2010-03-02 22:52:17,"M","M4","Ricky T"
1777464.78027062,2412288.91215535,2010-03-02 22:54:10,"M","M4","Ricky T"
1777571.57910002,2412271.27115259,2010-03-02 22:56:14,"M","M4","Ricky T"
1777754.47912174,2412353.5078863,2010-03-02 23:02:40,"M","M4","Ricky T"
1777752.90107517,2412358.02599924,2010-03-02 23:04:07,"M","M4","Ricky T"
1777795.98889937,2412362.11991208,2010-03-02 23:06:18,"M","M4","Ricky T"
1777758.65040148,2412369.06511934,2010-03-02 23:08:09,"M","M4","Ricky T"
1777735.43916834,2412379.52392882,2010-03-02 23:10:13,"M","M4","Ricky T"
1777657.02744801,2412390.31571352,2010-03-02 23:14:19,"M","M4","Ricky T"
1777674.73997748,2412396.04331962,2010-03-02 23:16:06,"M","M4","Ricky T"
1777677.76858375,2412395.70324835,2010-03-02 23:18:23,"M","M4","Ricky T"
1777666.769219,2412423.46023455,2010-03-02 23:20:06,"M","M4","Ricky T"
1777673.72457559,2412436.39197595,2010-03-02 23:22:12,"M","M4","Ricky T"
1777662.25175089,2412476.85084949,2010-03-02 23:24:07,"M","M4","Ricky T"
1777671.09115406,2412451.72911349,2010-03-02 23:26:13,"M","M4","Ricky T"
1777707.42685174,2412448.20920668,2010-03-02 23:30:09,"M","M4","Ricky T"
1777749.68835532,2412365.88914822,2010-03-02 23:35:23,"M","M4","Ricky T"
1777761.05931772,2412338.61044613,2010-03-02 23:36:07,"M","M4","Ricky T"
1777675.21261809,2412318.75503988,2010-03-02 23:38:31,"M","M4","Ricky T"
1777651.25981179,2412358.30628409,2010-03-02 23:41:22,"M","M4","Ricky T"
1777653.41668302,2412356.99074456,2010-03-02 23:42:04,"M","M4","Ricky T"
1777613.46496225,2412394.44617842,2010-03-02 23:44:12,"M","M4","Ricky T"
1777594.18191455,2412402.95235008,2010-03-02 23:46:46,"M","M4","Ricky T"
1777592.88375851,2412366.55757262,2010-03-02 23:48:07,"M","M4","Ricky T"
1777629.83971819,2412387.99643376,2010-03-02 23:50:11,"M","M4","Ricky T"
1777627.1053466,2412390.5532359,2010-03-03 00:00:27,"M","M4","Ricky T"
1777626.94754987,2412384.05157164,2010-03-03 00:10:33,"M","M4","Ricky T"
1777628.33302915,2412382.74879156,2010-03-03 01:18:55,"M","M4","Ricky T"
1777630.48937173,2412389.27530658,2010-03-03 01:20:07,"M","M4","Ricky T"
1777610.92349714,2412380.33087359,2010-03-03 01:22:12,"M","M4","Ricky T"
1777635.8411618,2412383.03177631,2010-03-03 01:24:22,"M","M4","Ricky T"
1777636.71085704,2412386.91168582,2010-03-03 01:26:22,"M","M4","Ricky T"
1777624.6995143,2412379.00751096,2010-03-03 01:29:09,"M","M4","Ricky T"
1777646.21835258,2412382.69582998,2010-03-03 01:30:24,"M","M4","Ricky T"
1777608.88588842,2412394.84443119,2010-03-03 01:40:51,"M","M4","Ricky T"
1777624.96979769,2412385.8457904,2010-03-03 02:01:03,"M","M4","Ricky T"
1777623.38503614,2412404.09474643,2010-03-03 03:01:14,"M","M4","Ricky T"
1777679.05600837,2412438.215494,2010-03-03 03:08:28,"M","M4","Ricky T"
1777714.91826699,2412528.36854017,2010-03-03 03:14:35,"M","M4","Ricky T"
1777714.7965249,2412527.78861137,2010-03-03 03:16:51,"M","M4","Ricky T"
1777706.834887,2412562.01643975,2010-03-03 03:18:19,"M","M4","Ricky T"
1777701.88843505,2412589.78114032,2010-03-03 03:20:12,"M","M4","Ricky T"
1777672.21207846,2412638.27771383,2010-03-03 03:22:11,"M","M4","Ricky T"
1777686.53185137,2412801.81492404,2010-03-03 03:26:18,"M","M4","Ricky T"
1777647.16487237,2412890.26136116,2010-03-03 03:28:13,"M","M4","Ricky T"
1777624.33424918,2412943.4309599,2010-03-03 03:30:17,"M","M4","Ricky T"
1777630.1856404,2412965.26420058,2010-03-03 03:32:15,"M","M4","Ricky T"
1777643.60878605,2412928.88371198,2010-03-03 03:34:11,"M","M4","Ricky T"
1777643.6418157,2412923.97725603,2010-03-03 03:36:22,"M","M4","Ricky T"
1777668.97701467,2412908.94599454,2010-03-03 03:38:04,"M","M4","Ricky T"
1777664.73258512,2412928.12737148,2010-03-03 03:40:24,"M","M4","Ricky T"
1777675.56815069,2412937.82046487,2010-03-03 03:42:13,"M","M4","Ricky T"
1777672.15836835,2412937.76031424,2010-03-03 03:44:11,"M","M4","Ricky T"
1777710.05401212,2412951.29325164,2010-03-03 03:46:12,"M","M4","Ricky T"
1777791.53625157,2412957.01746743,2010-03-03 03:48:10,"M","M4","Ricky T"
1777823.93546639,2412984.3956787,2010-03-03 03:50:11,"M","M4","Ricky T"
1777895.13573956,2412997.99982134,2010-03-03 03:52:08,"M","M4","Ricky T"
1777920.13195443,2413016.07219215,2010-03-03 03:54:14,"M","M4","Ricky T"
1777960.52336242,2413003.20261048,2010-03-03 03:56:11,"M","M4","Ricky T"
1777950.86172082,2412991.97255684,2010-03-03 03:58:17,"M","M4","Ricky T"
1777647.03721217,2412777.48997931,2010-03-03 04:10:29,"M","M4","Ricky T"
1777651.92361295,2412712.33740348,2010-03-03 04:12:10,"M","M4","Ricky T"
1777627.4891592,2412619.38755093,2010-03-03 04:14:31,"M","M4","Ricky T"
1777672.15395852,2412495.04936148,2010-03-03 04:16:23,"M","M4","Ricky T"
1777675.78692495,2412436.99454753,2010-03-03 04:18:11,"M","M4","Ricky T"
1777653.59620692,2412420.1151701,2010-03-03 04:20:13,"M","M4","Ricky T"
1777631.72814085,2412415.6438136,2010-03-03 04:22:22,"M","M4","Ricky T"
1777636.79925265,2412416.59051284,2010-03-03 04:24:28,"M","M4","Ricky T"
1777602.59400395,2412377.27022814,2010-03-03 04:26:05,"M","M4","Ricky T"
1777559.36754867,2412342.08592898,2010-03-03 04:28:12,"M","M4","Ricky T"
1777526.72063128,2412309.34638056,2010-03-03 04:30:13,"M","M4","Ricky T"
1777435.36809655,2412264.42424609,2010-03-03 04:32:13,"M","M4","Ricky T"
1777350.49396429,2412265.74565208,2010-03-03 04:34:12,"M","M4","Ricky T"
1777261.03716291,2412254.30738711,2010-03-03 04:36:11,"M","M4","Ricky T"
1777210.93888708,2412255.5285244,2010-03-03 04:38:20,"M","M4","Ricky T"
1777178.74106973,2412288.88296297,2010-03-03 04:40:14,"M","M4","Ricky T"
1777239.35217495,2412290.8477217,2010-03-03 04:42:11,"M","M4","Ricky T"
1777274.94646586,2412303.70721274,2010-03-03 04:44:18,"M","M4","Ricky T"
1777304.66375898,2412342.94037959,2010-03-03 04:46:16,"M","M4","Ricky T"
1777366.00699424,2412325.49125851,2010-03-03 04:48:12,"M","M4","Ricky T"
1777451.13058036,2412326.008867,2010-03-03 04:50:11,"M","M4","Ricky T"
1777460.6776178,2412317.63421375,2010-03-03 04:52:23,"M","M4","Ricky T"
1777494.9957274,2412361.84867546,2010-03-03 04:54:12,"M","M4","Ricky T"
1777566.6248855,2412423.80835426,2010-03-03 04:56:37,"M","M4","Ricky T"
1777574.05962396,2412446.54409295,2010-03-03 04:58:07,"M","M4","Ricky T"
1777617.66171164,2412438.28935515,2010-03-03 05:00:11,"M","M4","Ricky T"
1777620.70550766,2412435.97796253,2010-03-03 05:02:25,"M","M4","Ricky T"
1777781.1299938,2412429.35776912,2010-03-03 05:04:11,"M","M4","Ricky T"
1777773.43638978,2412425.58616292,2010-03-03 05:06:10,"M","M4","Ricky T"
1777799.43494973,2412369.05488421,2010-03-03 05:08:16,"M","M4","Ricky T"
1778054.5554437,2412294.40452759,2010-03-03 05:14:39,"M","M4","Ricky T"
1778062.41141159,2412285.76818176,2010-03-03 05:18:14,"M","M4","Ricky T"
1778049.69654292,2412366.70633394,2010-03-03 05:20:10,"M","M4","Ricky T"
1778140.63614368,2412326.41026787,2010-03-03 05:22:23,"M","M4","Ricky T"
1778079.49082182,2412346.81715884,2010-03-03 05:24:11,"M","M4","Ricky T"
1778098.00695545,2412347.45406918,2010-03-03 05:26:08,"M","M4","Ricky T"
1778120.70966953,2412373.57282934,2010-03-03 05:28:11,"M","M4","Ricky T"
1778129.60380421,2412405.63377431,2010-03-03 05:30:09,"M","M4","Ricky T"
1778163.37019541,2412505.97274716,2010-03-03 05:32:10,"M","M4","Ricky T"
1778145.73130237,2412553.56146936,2010-03-03 05:34:10,"M","M4","Ricky T"
1778121.87743817,2412553.17723714,2010-03-03 05:36:17,"M","M4","Ricky T"
1778086.22719398,2412494.58974648,2010-03-03 05:38:11,"M","M4","Ricky T"
1778140.31733055,2412417.89358781,2010-03-03 05:40:13,"M","M4","Ricky T"
1778108.2197298,2412355.82920962,2010-03-03 05:42:10,"M","M4","Ricky T"
1778110.9582152,2412279.99440704,2010-03-03 05:44:12,"M","M4","Ricky T"
1778084.05001428,2412199.27077328,2010-03-03 05:46:19,"M","M4","Ricky T"
1778177.69375341,2412188.82488996,2010-03-03 05:48:09,"M","M4","Ricky T"
1778200.35021699,2412211.29305475,2010-03-03 05:50:12,"M","M4","Ricky T"
1778201.97610662,2412256.8141814,2010-03-03 05:52:24,"M","M4","Ricky T"
1778166.6211202,2412290.53260558,2010-03-03 05:54:38,"M","M4","Ricky T"
1778167.69079718,2412293.95473285,2010-03-03 05:56:09,"M","M4","Ricky T"
1778169.09773109,2412287.51307934,2010-03-03 05:58:07,"M","M4","Ricky T"
1778179.09071719,2412294.24029586,2010-03-03 06:02:27,"M","M4","Ricky T"
1778179.93052243,2412290.4431664,2010-03-03 06:05:22,"M","M4","Ricky T"
1778182.32338964,2412289.40173154,2010-03-03 06:06:10,"M","M4","Ricky T"
1778191.46446756,2412265.20110775,2010-03-03 06:09:27,"M","M4","Ricky T"
1778175.41238171,2412290.93590743,2010-03-03 06:10:08,"M","M4","Ricky T"
1778171.62847296,2412308.34335677,2010-03-03 06:12:16,"M","M4","Ricky T"
1778175.59648739,2412290.89908515,2010-03-03 06:14:12,"M","M4","Ricky T"
1778177.88220518,2412285.75612771,2010-03-03 06:21:25,"M","M4","Ricky T"
1778135.61784217,2412350.02459818,2010-03-03 06:31:01,"M","M4","Ricky T"
1778225.75006408,2412220.99910464,2010-03-03 06:34:00,"M","M4","Ricky T"
1778179.24038449,2412291.80703342,2010-03-03 06:36:19,"M","M4","Ricky T"
1778183.02033527,2412288.78581682,2010-03-03 06:38:10,"M","M4","Ricky T"
1778175.23814745,2412293.68485894,2010-03-03 06:40:12,"M","M4","Ricky T"
1778189.71205165,2412302.68923467,2010-03-03 06:42:18,"M","M4","Ricky T"
1778164.04097986,2412311.32500894,2010-03-03 06:44:05,"M","M4","Ricky T"
1778164.02759603,2412300.43674299,2010-03-03 06:46:07,"M","M4","Ricky T"
1778183.67013896,2412288.68693028,2010-03-03 06:48:05,"M","M4","Ricky T"
1778178.8007559,2412284.27406227,2010-03-03 06:51:51,"M","M4","Ricky T"
1778156.16874214,2412309.04936609,2010-03-03 06:53:43,"M","M4","Ricky T"
1778196.08845188,2412290.28127638,2010-03-03 06:54:08,"M","M4","Ricky T"
1778177.40364928,2412291.06250657,2010-03-03 06:56:44,"M","M4","Ricky T"
1778183.19511349,2412283.77500359,2010-03-03 06:58:07,"M","M4","Ricky T"
1778186.98161181,2412287.1164656,2010-03-03 07:00:09,"M","M4","Ricky T"
1778168.1831617,2412283.5765002,2010-03-03 07:02:12,"M","M4","Ricky T"
1778193.44582692,2412286.19997935,2010-03-03 07:05:31,"M","M4","Ricky T"
1778176.92536875,2412289.341857,2010-03-03 07:06:05,"M","M4","Ricky T"
1778176.21169086,2412285.54465726,2010-03-03 07:08:39,"M","M4","Ricky T"
1778190.66752707,2412286.11683433,2010-03-03 07:11:25,"M","M4","Ricky T"
1778177.93815442,2412296.25259282,2010-03-03 07:12:09,"M","M4","Ricky T"
1778181.11645352,2412304.31861788,2010-03-03 07:14:28,"M","M4","Ricky T"
1778175.20111616,2412275.72945374,2010-03-03 07:16:54,"M","M4","Ricky T"
1778167.84962997,2412268.63966261,2010-03-03 07:18:46,"M","M4","Ricky T"
1778170.0025295,2412278.85139968,2010-03-03 07:20:24,"M","M4","Ricky T"
1778178.47526407,2412293.41725228,2010-03-03 07:22:06,"M","M4","Ricky T"
1778206.98460252,2412307.8776661,2010-03-03 07:24:12,"M","M4","Ricky T"
1778157.51629555,2412261.79751013,2010-03-03 07:26:10,"M","M4","Ricky T"
1778183.26636963,2412288.5225191,2010-03-03 07:28:07,"M","M4","Ricky T"
1778182.88914538,2412294.53031873,2010-03-03 07:30:12,"M","M4","Ricky T"
1778170.29984734,2412268.90927574,2010-03-03 07:32:13,"M","M4","Ricky T"
1778194.1713387,2412302.97485112,2010-03-03 07:34:19,"M","M4","Ricky T"
1778170.85973843,2412282.88923156,2010-03-03 07:36:09,"M","M4","Ricky T"
1778184.41800194,2412299.08299064,2010-03-03 07:46:08,"M","M4","Ricky T"
1778173.18270472,2412275.92941805,2010-03-03 07:49:47,"M","M4","Ricky T"
1778185.21103742,2412292.09423286,2010-03-03 07:51:02,"M","M4","Ricky T"
1778192.60378229,2412307.05910505,2010-03-03 07:52:49,"M","M4","Ricky T"
1778185.46805765,2412297.57462493,2010-03-03 07:54:24,"M","M4","Ricky T"
1778163.87737385,2412268.34297553,2010-03-03 07:56:10,"M","M4","Ricky T"
1778182.1504657,2412290.02679011,2010-03-03 07:58:23,"M","M4","Ricky T"
1778176.87985334,2412288.26324701,2010-03-03 08:00:05,"M","M4","Ricky T"
1778179.09955358,2412292.04928999,2010-03-03 08:02:14,"M","M4","Ricky T"
1778184.79830501,2412298.81700999,2010-03-03 08:04:14,"M","M4","Ricky T"
1778178.53528451,2412291.43355187,2010-03-03 08:06:12,"M","M4","Ricky T"
1778181.55154898,2412293.58236897,2010-03-03 08:08:22,"M","M4","Ricky T"
1778181.40789389,2412331.54291505,2010-03-03 08:10:12,"M","M4","Ricky T"
1778179.73899012,2412313.21294611,2010-03-03 08:12:27,"M","M4","Ricky T"
1778186.41126286,2412299.09524233,2010-03-03 08:14:05,"M","M4","Ricky T"
1778178.99175891,2412288.30356333,2010-03-03 08:16:13,"M","M4","Ricky T"
1778177.76774829,2412290.72379914,2010-03-03 08:18:12,"M","M4","Ricky T"
1778187.91462907,2412295.77659055,2010-03-03 08:20:11,"M","M4","Ricky T"
1778169.94599306,2412280.04365376,2010-03-03 08:22:18,"M","M4","Ricky T"
1778188.80918421,2412299.90363698,2010-03-03 08:26:05,"M","M4","Ricky T"
1778171.38825076,2412289.83467171,2010-03-03 08:28:13,"M","M4","Ricky T"
1778180.84667665,2412295.6087166,2010-03-03 08:30:12,"M","M4","Ricky T"
1778223.35177968,2412313.60977927,2010-03-03 08:32:12,"M","M4","Ricky T"
1778177.4033719,2412298.08953426,2010-03-03 08:34:30,"M","M4","Ricky T"
1778182.06122115,2412294.32297778,2010-03-03 08:40:21,"M","M4","Ricky T"
1778189.05632784,2412293.70431337,2010-03-03 08:42:12,"M","M4","Ricky T"
1778183.44580317,2412286.70485359,2010-03-03 08:44:12,"M","M4","Ricky T"
1778178.71900243,2412286.13779972,2010-03-03 08:46:08,"M","M4","Ricky T"
1778173.00613046,2412292.8812698,2010-03-03 08:52:26,"M","M4","Ricky T"
1778175.35250458,2412297.19101172,2010-03-03 08:58:35,"M","M4","Ricky T"
1778171.92663117,2412299.49223991,2010-03-03 09:00:11,"M","M4","Ricky T"
1778169.2951764,2412290.80924358,2010-03-03 09:02:16,"M","M4","Ricky T"
1778179.0290827,2412286.02743908,2010-03-03 09:08:23,"M","M4","Ricky T"
1778170.67607645,2412300.93021132,2010-03-03 09:10:38,"M","M4","Ricky T"
1778180.27518072,2412291.81070485,2010-03-03 09:12:05,"M","M4","Ricky T"
1778176.817945,2412292.2673642,2010-03-03 09:14:29,"M","M4","Ricky T"
1778177.71910264,2412293.33022805,2010-03-03 09:16:28,"M","M4","Ricky T"
1778178.30608474,2412292.8260857,2010-03-03 09:18:07,"M","M4","Ricky T"
1778175.479684,2412293.08751391,2010-03-03 09:20:23,"M","M4","Ricky T"
1778183.13549446,2412294.79527583,2010-03-03 09:22:07,"M","M4","Ricky T"
1778173.20601831,2412278.69065598,2010-03-03 09:29:27,"M","M4","Ricky T"
1778179.09893715,2412284.39053032,2010-03-03 09:42:51,"M","M4","Ricky T"
1778174.9550805,2412287.78494881,2010-03-03 09:46:18,"M","M4","Ricky T"
1778161.85207341,2412245.62289162,2010-03-03 09:48:11,"M","M4","Ricky T"
1778177.79739146,2412290.84563347,2010-03-03 09:50:13,"M","M4","Ricky T"
1778177.90401402,2412295.79671141,2010-03-03 10:00:40,"M","M4","Ricky T"
1778177.99304736,2412292.87833584,2010-03-03 10:07:40,"M","M4","Ricky T"
1778181.3618082,2412296.8558328,2010-03-03 10:08:06,"M","M4","Ricky T"
1778190.53615686,2412313.53965654,2010-03-03 10:10:11,"M","M4","Ricky T"
1778176.09160254,2412293.74897052,2010-03-03 10:12:14,"M","M4","Ricky T"
1778173.10035523,2412231.47390151,2010-03-03 10:16:01,"M","M4","Ricky T"
1778173.81232505,2412241.56293166,2010-03-03 10:18:06,"M","M4","Ricky T"
1778187.02672642,2412167.87314648,2010-03-03 10:25:29,"M","M4","Ricky T"
1778183.34069093,2412170.74436273,2010-03-03 10:26:05,"M","M4","Ricky T"
1778186.04854632,2412171.40790406,2010-03-03 10:28:15,"M","M4","Ricky T"
1778173.01421198,2412148.1962069,2010-03-03 10:30:20,"M","M4","Ricky T"
1778169.34971396,2412127.60293764,2010-03-03 10:32:25,"M","M4","Ricky T"
1778190.06477086,2412162.1273609,2010-03-03 10:34:14,"M","M4","Ricky T"
1778195.06694216,2412162.48397283,2010-03-03 10:36:11,"M","M4","Ricky T"
1778296.8684507,2412090.12794449,2010-03-03 10:38:12,"M","M4","Ricky T"
1778326.711194,2412056.94276444,2010-03-03 10:40:12,"M","M4","Ricky T"
1778324.23287249,2412056.36793134,2010-03-03 10:42:15,"M","M4","Ricky T"
1778316.15385375,2412055.77708094,2010-03-03 10:44:18,"M","M4","Ricky T"
1778314.70485971,2412057.52405225,2010-03-03 10:50:23,"M","M4","Ricky T"
1778340.63509889,2412039.00617172,2010-03-03 10:52:19,"M","M4","Ricky T"
1778355.24070135,2411999.75902595,2010-03-03 10:54:06,"M","M4","Ricky T"
1778381.99133019,2412032.49696473,2010-03-03 10:56:13,"M","M4","Ricky T"
1778408.47581239,2412069.50089706,2010-03-03 10:58:11,"M","M4","Ricky T"
1778384.65323766,2412102.44520762,2010-03-03 11:00:06,"M","M4","Ricky T"
1778378.05630079,2412175.58807701,2010-03-03 11:02:24,"M","M4","Ricky T"
1778410.02256921,2412236.37132617,2010-03-03 11:04:42,"M","M4","Ricky T"
1778430.56843491,2412221.23026564,2010-03-03 11:06:13,"M","M4","Ricky T"
1778446.10382834,2412295.29229695,2010-03-03 11:08:11,"M","M4","Ricky T"
1778459.69771025,2412323.68928694,2010-03-03 11:10:11,"M","M4","Ricky T"
1778495.23039588,2412385.94850585,2010-03-03 11:12:13,"M","M4","Ricky T"
1778560.563922,2412499.91416718,2010-03-03 11:14:11,"M","M4","Ricky T"
1778665.87009982,2412618.95356692,2010-03-03 11:16:11,"M","M4","Ricky T"
1778708.3257545,2412641.81473359,2010-03-03 11:18:13,"M","M4","Ricky T"
1778771.43819998,2412665.44254127,2010-03-03 11:20:13,"M","M4","Ricky T"
1778781.71855088,2412666.64684152,2010-03-03 11:22:11,"M","M4","Ricky T"
1778707.26559441,2412738.76195861,2010-03-03 11:24:13,"M","M4","Ricky T"
1778833.12595497,2412783.27981916,2010-03-03 11:26:11,"M","M4","Ricky T"
1778870.96462225,2412818.62169046,2010-03-03 11:28:08,"M","M4","Ricky T"
1778919.3392264,2412854.82697448,2010-03-03 11:30:07,"M","M4","Ricky T"
1778982.83475481,2412903.71721259,2010-03-03 11:32:11,"M","M4","Ricky T"
1779092.09065709,2412801.90426432,2010-03-03 11:38:29,"M","M4","Ricky T"
1779055.61932473,2412899.56473329,2010-03-03 11:40:51,"M","M4","Ricky T"
1779029.76486566,2412944.15153226,2010-03-03 11:42:06,"M","M4","Ricky T"
1779121.96234022,2412985.25430052,2010-03-03 11:44:23,"M","M4","Ricky T"
1779142.47948147,2413003.5455197,2010-03-03 11:46:23,"M","M4","Ricky T"
1779177.33517157,2412973.29565573,2010-03-03 11:48:18,"M","M4","Ricky T"
1779198.49078617,2412982.60958392,2010-03-03 11:50:31,"M","M4","Ricky T"
1779150.44213588,2412970.22507045,2010-03-03 11:52:06,"M","M4","Ricky T"
1779121.47792516,2413002.71932203,2010-03-03 11:54:11,"M","M4","Ricky T"
1779211.9573711,2413055.41596508,2010-03-03 11:56:11,"M","M4","Ricky T"
1779302.01985298,2413024.31890401,2010-03-03 11:58:36,"M","M4","Ricky T"
1779309.79297273,2413025.458665,2010-03-03 12:00:33,"M","M4","Ricky T"
1779310.37183577,2413036.5959937,2010-03-03 12:03:04,"M","M4","Ricky T"
1779321.36207952,2413029.89695281,2010-03-03 12:04:52,"M","M4","Ricky T"
1779327.85502806,2413008.9971713,2010-03-03 12:06:10,"M","M4","Ricky T"
1779383.442612,2413061.15209862,2010-03-03 12:08:31,"M","M4","Ricky T"
1779394.05545956,2413093.82944864,2010-03-03 12:10:28,"M","M4","Ricky T"
1779443.39471392,2413112.33147283,2010-03-03 12:13:42,"M","M4","Ricky T"
1779486.27598074,2413117.71886612,2010-03-03 12:15:22,"M","M4","Ricky T"
1779509.03589434,2413136.12896021,2010-03-03 12:16:22,"M","M4","Ricky T"
1779513.32712373,2413115.00648732,2010-03-03 12:18:11,"M","M4","Ricky T"
1779510.01077556,2413143.12304789,2010-03-03 12:20:09,"M","M4","Ricky T"
1779512.07871543,2413115.90509633,2010-03-03 12:23:16,"M","M4","Ricky T"
1779505.91788956,2413122.7713103,2010-03-03 12:24:11,"M","M4","Ricky T"
1779508.5051535,2413137.3123164,2010-03-03 12:26:06,"M","M4","Ricky T"
1779515.36764689,2413166.95475239,2010-03-03 12:30:19,"M","M4","Ricky T"
1779579.90830055,2413249.78879711,2010-03-03 12:32:28,"M","M4","Ricky T"
1779611.5873318,2413292.254575,2010-03-03 12:34:52,"M","M4","Ricky T"
1779602.76762712,2413292.29047378,2010-03-03 12:37:01,"M","M4","Ricky T"
1779624.7286065,2413278.16525647,2010-03-03 12:38:09,"M","M4","Ricky T"
1779616.8738983,2413305.02347262,2010-03-03 12:40:39,"M","M4","Ricky T"
1779619.49470192,2413260.97651685,2010-03-03 12:42:14,"M","M4","Ricky T"
1779619.41278487,2413301.24976125,2010-03-03 12:44:11,"M","M4","Ricky T"
1779618.388222,2413267.73041965,2010-03-03 12:46:12,"M","M4","Ricky T"
1779619.34836481,2413289.70592126,2010-03-03 12:50:18,"M","M4","Ricky T"
1779619.33424995,2413291.9876275,2010-03-03 13:00:17,"M","M4","Ricky T"
1779615.89715045,2413279.94372586,2010-03-03 14:00:55,"M","M4","Ricky T"
1779624.51187592,2413283.41892524,2010-03-03 15:00:50,"M","M4","Ricky T"
1779613.78740721,2413295.51988011,2010-03-03 16:01:19,"M","M4","Ricky T"
